Scientific,Common,Kingdom
Ulmus americana,American elm,Plantae
Ulmus glabra camperdownii,Camperdown elm,Plantae
Ulmus rubra,slippery elm,Plantae
Ulmus rubra,slippery elm,Plantae
Ulmus rubra,slippery elm,Plantae
Ulmus thomasii,rock elm,Plantae
Urtica dioica,stinging nettle,Plantae
Urtica dioica,stinging nettle,Plantae
Utricularia,Bladderworts,Plantae
Utricularia cornuta,Horned Bladderwort,Plantae
Utricularia gibba,humped bladderwort,Plantae
Utricularia gibba,humped bladderwort,Plantae
Utricularia intermedia,intermediate bladderwort,Plantae
Utricularia intermedia,intermediate bladderwort,Plantae
Utricularia intermedia,intermediate bladderwort,Plantae
Utricularia macrorhiza,common bladderwort,Plantae
Utricularia macrorhiza,common bladderwort,Plantae
Uvularia grandiflora,largeflower bellwort,Plantae
Uvularia grandiflora,largeflower bellwort,Plantae
Uvularia grandiflora,largeflower bellwort,Plantae
Uvularia grandiflora,largeflower bellwort,Plantae
Vaccinium,"blueberries, cranberries, and allies",Plantae
Vaccinium angustifolium,lowbush blueberry,Plantae
Vaccinium angustifolium,lowbush blueberry,Plantae
Vaccinium angustifolium,lowbush blueberry,Plantae
Vaccinium angustifolium,lowbush blueberry,Plantae
Vaccinium angustifolium,lowbush blueberry,Plantae
Vaccinium angustifolium,lowbush blueberry,Plantae
Vaccinium angustifolium,lowbush blueberry,Plantae
Vaccinium angustifolium,lowbush blueberry,Plantae
Vaccinium angustifolium,lowbush blueberry,Plantae
Vaccinium macrocarpon,American Cranberry,Plantae
Vaccinium macrocarpon,American Cranberry,Plantae
Vaccinium macrocarpon,American Cranberry,Plantae
Vaccinium myrtilloides,velvetleaf blueberry,Plantae
Vaccinium oxycoccos,bog cranberry,Plantae
Vaccinium oxycoccos,bog cranberry,Plantae
Valeriana officinalis,common valerian,Plantae
Vallisneria americana,Eel-grass,Plantae
Vallisneria americana,Eel-grass,Plantae
Vallisneria americana,Eel-grass,Plantae
Vallisneria americana,Eel-grass,Plantae
Verbascum,mulleins,Plantae
Verbascum,mulleins,Plantae
Verbascum,mulleins,Plantae
Verbascum,mulleins,Plantae
Verbascum lychnitis,White Mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbascum thapsus,great mullein,Plantae
Verbena,Vervain,Plantae
Verbena,Vervain,Plantae
Verbena hastata,blue vervain,Plantae
Verbena hastata,blue vervain,Plantae
Verbena hastata,blue vervain,Plantae
Verbena hastata,blue vervain,Plantae
Verbena hastata,blue vervain,Plantae
Verbena hastata,blue vervain,Plantae
Verbena simplex,Narrowleaf Vervain,Plantae
Verbena simplex,Narrowleaf Vervain,Plantae
Verbena simplex,Narrowleaf Vervain,Plantae
Verbena simplex,Narrowleaf Vervain,Plantae
Verbena stricta,hoary vervain,Plantae
Veronica chamaedrys,Germander Speedwell,Plantae
Veronica officinalis,heath speedwell,Plantae
Veronica officinalis,heath speedwell,Plantae
Veronica peregrina,Purslane Speedwell,Plantae
Veronica scutellata,Marsh Speedwell,Plantae
Veronica scutellata,Marsh Speedwell,Plantae
Veronica serpyllifolia,thyme-leaved speedwell,Plantae
Vesicariae,Carex sect. Vesicariae,Plantae
Viburnum,viburnums,Plantae
Viburnum,viburnums,Plantae
Viburnum,viburnums,Plantae
Viburnum,viburnums,Plantae
Viburnum,viburnums,Plantae
Viburnum,viburnums,Plantae
Viburnum,viburnums,Plantae
Viburnum acerifolium,mapleleaf viburnum,Plantae
Viburnum acerifolium,mapleleaf viburnum,Plantae
Viburnum acerifolium,mapleleaf viburnum,Plantae
Viburnum acerifolium,mapleleaf viburnum,Plantae
Viburnum lantana,Wayfaring-tree,Plantae
Viburnum lantana,Wayfaring-tree,Plantae
Viburnum lantana,Wayfaring-tree,Plantae
Viburnum lantanoides,hobblebush,Plantae
Viburnum lantanoides,hobblebush,Plantae
Viburnum lantanoides,hobblebush,Plantae
Viburnum lantanoides,hobblebush,Plantae
Viburnum lantanoides,hobblebush,Plantae
Viburnum lantanoides,hobblebush,Plantae
Viburnum lantanoides,hobblebush,Plantae
Viburnum lantanoides,hobblebush,Plantae
Viburnum lentago,nannyberry,Plantae
Viburnum lentago,nannyberry,Plantae
Viburnum lentago,nannyberry,Plantae
Viburnum lentago,nannyberry,Plantae
Viburnum lentago,nannyberry,Plantae
Viburnum lentago,nannyberry,Plantae
Viburnum lentago,nannyberry,Plantae
Viburnum lentago,nannyberry,Plantae
Viburnum nudum,wild raisin,Plantae
Viburnum nudum,wild raisin,Plantae
Viburnum nudum,wild raisin,Plantae
Viburnum nudum cassinoides,Northern Wild Raisin,Plantae
Viburnum nudum cassinoides,Northern Wild Raisin,Plantae
Viburnum nudum cassinoides,Northern Wild Raisin,Plantae
Viburnum nudum cassinoides,Northern Wild Raisin,Plantae
Viburnum nudum cassinoides,Northern Wild Raisin,Plantae
Viburnum opulus,guelder-rose,Plantae
Viburnum opulus,guelder-rose,Plantae
Viburnum opulus,guelder-rose,Plantae
Viburnum opulus,guelder-rose,Plantae
Viburnum opulus,guelder-rose,Plantae
Viburnum opulus,guelder-rose,Plantae
Viburnum opulus,guelder-rose,Plantae
Viburnum opulus,guelder-rose,Plantae
Viburnum opulus,guelder-rose,Plantae
Viburnum opulus opulus,Guelder-rose,Plantae
Viburnum opulus opulus,Guelder-rose,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Viburnum rafinesquianum,downy arrowwood,Plantae
Vicia,Vetches,Plantae
Vicia,Vetches,Plantae
Vicia,Vetches,Plantae
Vicia,Vetches,Plantae
Vicia,Vetches,Plantae
Vicia,Vetches,Plantae
Vicia,Vetches,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia cracca,tufted vetch,Plantae
Vicia villosa,hairy vetch,Plantae
Vinca minor,lesser periwinkle,Plantae
Vincetoxicum,,Plantae
Vincetoxicum,,Plantae
Vincetoxicum,,Plantae
Vincetoxicum,,Plantae
Vincetoxicum nigrum,Black Swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Vincetoxicum rossicum,European swallow-wort,Plantae
Viola,violets,Plantae
Viola,violets,Plantae
Viola,violets,Plantae
Viola,violets,Plantae
Viola adunca,hookedspur violet,Plantae
Viola adunca,hookedspur violet,Plantae
Viola canadensis,Canada violet,Plantae
Viola canadensis,Canada violet,Plantae
Viola canadensis,Canada violet,Plantae
Viola lanceolata,white bog violet,Plantae
Viola lanceolata,white bog violet,Plantae
Viola lanceolata,white bog violet,Plantae
Viola nephrophylla,northern bog violet,Plantae
Viola nephrophylla,northern bog violet,Plantae
Viola pubescens,downy yellow violet,Plantae
Viola pubescens,downy yellow violet,Plantae
Viola pubescens,downy yellow violet,Plantae
Viola pubescens,downy yellow violet,Plantae
Viola pubescens,downy yellow violet,Plantae
Viola renifolia,kidneyleaf white violet,Plantae
Viola riviniana,common dog-violet,Plantae
Viola sagittata,arrowleaf violet,Plantae
Viola sagittata,arrowleaf violet,Plantae
Viola sororia,common blue violet,Plantae
Viola sororia,common blue violet,Plantae
Vitaceae,grape family,Plantae
Vitis,grapevines,Plantae
Vitis,grapevines,Plantae
Vitis,grapevines,Plantae
Vitis,grapevines,Plantae
Vitis,grapevines,Plantae
Vitis,grapevines,Plantae
Vitis,grapevines,Plantae
Vitis,grapevines,Plantae
Vitis,grapevines,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Vitis riparia,riverbank grape,Plantae
Woodsia ilvensis,rusty woodsia,Plantae
Zizania palustris,northern wild rice,Plantae
